Sentences,Label
ciprofloxacin điều trị nhiễm trùng Thuốc kháng sinh có tác dụng phát triển vi khuẩn kháng ciprofloxacin UTI viêm tuyến tiền liệt viêm tủy xương viêm ruột nhiễm khuẩn nhiễm trùng huyết nhiễm trùng bệnh viện nhiễm trùng huyết dự phòng nhiễm trùng não mô cầu vi khuẩn suy giảm miễn dịch nhiễm trùng tiểu phức tạp nhiễm trùng nghiêm trọng urofluoroquinolone khác nhiễm trùng đường tiết niệu bệnh nhân có thể sử dụng ciprofloxacin bệnh nhân chọn phương pháp điều trị thay thế cho nhiễm trùng và viêm viêm phế quản mãn tính fluoroquinolone kháng sinh ciprofloxacin liên quan đến tác dụng phụ nghiêm trọng phần thuốc cảnh báo giai đoạn truyền nhiễm bệnh nhân viêm phế quản mãn tính có thể sử dụng ciprofloxacin bệnh nhân điều trị thay thế viêm xoang do vi khuẩn kháng sinh fluoroquinolone thận trọng liên quan đến ciprofloxacin bệnh nhân viêm xoang vi khuẩn thuốc có thể sử dụng ciprofloxacin bệnh nhân chọn phương pháp điều trị thay thế,thuoc khang sinh
ciprofloxacin định nhiễm khuẩn thuốc kháng sinh thông tác dụng phát triển vi khuẩn kháng ciprofloxacin viêm đường tiết niệu viêm tuyến tiền liệt viêm xương tủy viêm ruột nhiễm khuẩn nhiễm khuẩn bệnh viện nhiễm khuẩn huyết nhiễm khuẩn suy miễn dịch dự phòng bệnh não mô cầu nhiễm khuẩn suy miễn dịch nhiễm khuẩn đường tiết niệu phức tạp kháng sinh fluoroquinolon ciprofloxacin liên quan phản ứng hại nghiêm trọng mục cảnh báo thận trọng thuốc nhiễm khuẩn đường tiết niệu phức tạp bệnh nhân thể sử dụng ciprofloxacin bệnh nhân lựa trị thay đợt nhiễm khuẩn viêm phế quản mạn kháng sinh fluoroquinolon ciprofloxacin liên quan phản ứng hại nghiêm trọng mục cảnh báo thận trọng thuốc đợt nhiễm khuẩn viêm phế quản mạn bệnh nhân thể sử dụng ciprofloxacin bệnh nhân lựa trị thay viêm xoang vi khuẩn kháng sinh fluoroquinolon ciprofloxacin liên quan phản ứng hại nghiêm trọng mục cảnh báo thận trọng thuốc viêm xoang vi khuẩn bệnh nhân thể sử dụng ciprofloxacin bệnh nhân lựa trị thay,thuoc khang sinh
ciprofloxacin điều trị nhiễm trùng Thuốc kháng sinh có tác dụng phát triển vi khuẩn kháng ciprofloxacin UTI viêm tuyến tiền liệt viêm tủy xương viêm ruột nhiễm khuẩn nhiễm trùng huyết nhiễm trùng bệnh viện nhiễm trùng huyết dự phòng nhiễm trùng não mô cầu vi khuẩn suy giảm miễn dịch nhiễm trùng tiểu phức tạp nhiễm trùng nghiêm trọng urofluoroquinolone khác nhiễm trùng đường tiết niệu bệnh nhân có thể sử dụng ciprofloxacin bệnh nhân chọn phương pháp điều trị thay thế cho nhiễm trùng và viêm viêm phế quản mãn tính fluoroquinolone kháng sinh ciprofloxacin liên quan đến tác dụng phụ nghiêm trọng phần thuốc cảnh báo giai đoạn truyền nhiễm bệnh nhân viêm phế quản mãn tính có thể sử dụng ciprofloxacin bệnh nhân điều trị thay thế viêm xoang do vi khuẩn kháng sinh fluoroquinolone thận trọng liên quan đến ciprofloxacin bệnh nhân viêm xoang vi khuẩn thuốc có thể sử dụng ciprofloxacin bệnh nhân chọn phương pháp điều trị thay thế,thuoc khang sinh
Ciprofloxacin điều trị nhiễm trùng kháng sinh phát triển vi khuẩn kháng ciprofloxacin nhiễm trùng đường tiết niệu viêm tuyến tiền liệt viêm tủy xương viêm ruột nhiễm khuẩn nhiễm trùng huyết bệnh viện nhiễm trùng huyết suy giảm miễn dịch phòng ngừa nhiễm trùng não mô cầu vi khuẩn suy giảm miễn dịch Nhiễm trùng đường tiết niệu phức tạp Kháng sinh Fluoroquinolone Ciprofloxacin Liên quan đến các phản ứng có hại nghiêm trọng Phần cảnh báo Thuốc điều trị nhiễm trùng đường tiết niệu phức tạp. Bệnh nhân có thể sử dụng ciprofloxacin Bệnh nhân chọn phương pháp điều trị thay thế cho nhiễm trùng và viêm Viêm phế quản mãn tính Kháng sinh Fluoroquinolone ciprofloxacin liên quan đến phản ứng phụ nghiêm trọng Phần cảnh báo Cảnh báo về thuốc Giai đoạn truyền nhiễm Viêm phế quản mãn tính Bệnh nhân có thể sử dụng ciprofloxacin Điều trị thay thế cho bệnh nhân Viêm xoang do vi khuẩn Tương tác ciprofloxacin kháng sinh Fluoroquinolone Liên quan đến tác hại nghiêm trọng Phần cảnh báo Cẩn thận với thuốc điều trị viêm xoang do vi khuẩn Người bệnh có thể sử dụng ciprofloxacin và lựa chọn phương pháp điều trị thay thế.,thuoc khang sinh
ciprofloxacin điều trị nhiễm trùng kháng sinh có tác dụng phát triển vi khuẩn kháng ciprofloxacin nhiễm trùng đường tiết niệu viêm tuyến tiền liệt viêm tủy xương viêm ruột nhiễm khuẩn nhiễm trùng huyết bệnh viện nhiễm trùng huyết dự phòng nhiễm trùng não mô cầu vi khuẩn suy giảm miễn dịch nhiễm trùng đường tiết niệu phức tạp kháng sinh fluoroquinolones ciprofloxacin liên quan đến phản ứng phụ nghiêm trọng phần cảnh báo thuốc phòng ngừa nhiễm trùng đường tiết niệu phức tạp bệnh nhân có thể sử dụng ciprofloxacin bệnh nhân chọn phương pháp điều trị thay thế cho nhiễm trùng và viêm viêm phế quản mãn tính fluoroquinolone kháng sinh ciprofloxacin liên quan đến phản ứng bất lợi nghiêm trọng phần cảnh báo thận trọng thuốc giai đoạn truyền nhiễm viêm phế quản mãn tính bệnh nhân có thể sử dụng ciprofloxacin điều trị thay thế cho bệnh nhân viêm xoang do vi khuẩn phản ứng fluoroquinolone liên quan đến ciprofloxacin tác hại nghiêm trọng phần cảnh báo thận trọng thuốc điều trị viêm xoang do vi khuẩn bệnh nhân có thể sử dụng ciprofloxacin bệnh nhân chọn phương pháp điều trị thay thế,thuoc khang sinh
Ciprofloxacin điều trị nhiễm trùng. Thuốc kháng sinh có tác dụng phát triển vi khuẩn kháng ciprofloxacin. Nhiễm trùng đường tiết niệu. Viêm tuyến tiền liệt. Viêm xương tủy. Bệnh nhân viêm ruột có thể sử dụng ciprofloxacin. Bệnh nhân chọn phương pháp điều trị thay thế cho nhiễm trùng và viêm. Viêm phế quản mãn tính. Thuốc kháng sinh ciprofloxacin fluoroquinolone có liên quan đến tác dụng phụ nghiêm trọng. Khu vực cảnh báo. Thận trọng. Thuốc. Giai đoạn truyền nhiễm. Viêm phế quản mãn tính. Bệnh nhân có thể sử dụng ciprofloxacin. Kiên nhẫn. Điều trị thay thế.. Viêm xoang do vi khuẩn. Thuốc kháng sinh Fluoroquinolone ciprofloxacin. Liên quan đến các tác dụng phụ nghiêm trọng. Phần Cảnh báo Thận trọng: Thuốc điều trị viêm xoang do vi khuẩn. Bệnh nhân có thể sử dụng ciprofloxacin. Bệnh nhân có thể lựa chọn phương pháp điều trị thay thế,thuoc khang sinh
Ciprofloxacin điều trị nhiễm trùng Thuốc kháng sinh có tác dụng ngăn ngừa vi khuẩn kháng Ciprofloxacin phát triển nhiễm trùng đường tiết niệu Viêm tuyến tiền liệt Viêm tủy xương Viêm ruột Nhiễm trùng do vi khuẩn Nhiễm trùng huyết mắc phải tại bệnh viện Nhiễm trùng huyết Dự phòng Nhiễm trùng não mô cầu Vi khuẩn suy giảm miễn dịch Biến chứng nhiễm trùng đường tiết niệu Fluoroquinolone Thuốc kháng sinh Thuốc kháng sinh Ciprofloxacin Các phản ứng bất lợi nghiêm trọng liên quan đến Thuốc Đường tiết niệu biến chứng Nhiễm trùng Bệnh nhân có thể sử dụng Ciprofloxacin Bệnh nhân chọn phương pháp điều trị thay thế cho nhiễm trùng và viêm Viêm phế quản mãn tính Fluoroquinolone Kháng sinh Ciprofloxacin Phần cảnh báo Liên quan đến phản ứng phụ nghiêm trọng Thận trọng Thuốc Các đợt truyền nhiễm Bệnh nhân viêm phế quản mãn tính Sử dụng Ciprofloxacin Có thể điều trị thay thế viêm xoang do vi khuẩn fluoroquinolone Phản ứng liên quan đến kháng sinh ciprofloxacin Phần tác hại nghiêm trọng cảnh báo thận trọng bệnh nhân dùng thuốc viêm xoang vi khuẩn có thể dùng ciprofloxacin bệnh nhân lựa chọn phương pháp điều trị thay thế,thuoc khang sinh
Ciprofloxacin điều trị nhiễm trùng Thuốc kháng sinh có tác dụng ngăn ngừa vi khuẩn kháng Ciprofloxacin phát triển nhiễm trùng đường tiết niệu Viêm tuyến tiền liệt Viêm tủy xương Viêm ruột Nhiễm trùng do vi khuẩn Nhiễm trùng huyết mắc phải tại bệnh viện Nhiễm trùng huyết Dự phòng Nhiễm trùng não mô cầu Vi khuẩn suy giảm miễn dịch Biến chứng nhiễm trùng đường tiết niệu Fluoroquinolone Thuốc kháng sinh Thuốc kháng sinh Ciprofloxacin Các phản ứng bất lợi nghiêm trọng liên quan đến Thuốc Đường tiết niệu biến chứng Nhiễm trùng Bệnh nhân có thể sử dụng Ciprofloxacin Bệnh nhân chọn phương pháp điều trị thay thế cho nhiễm trùng và viêm Viêm phế quản mãn tính Fluoroquinolone Kháng sinh Ciprofloxacin Phần cảnh báo Liên quan đến phản ứng phụ nghiêm trọng Thận trọng Thuốc Các đợt truyền nhiễm Bệnh nhân viêm phế quản mãn tính Sử dụng Ciprofloxacin Có thể điều trị thay thế viêm xoang do vi khuẩn fluoroquinolone Phản ứng liên quan đến kháng sinh ciprofloxacin Phần tác hại nghiêm trọng cảnh báo thận trọng bệnh nhân dùng thuốc viêm xoang vi khuẩn có thể dùng ciprofloxacin bệnh nhân lựa chọn phương pháp điều trị thay thế,thuoc khang sinh
Nhiễm trùng tai Nhiễm trùng đường tiết niệu tái phát mãn tính Viêm tuyến tiền liệt Nhiễm trùng đường hô hấp Nhiễm trùng đường tiêu hóa Bệnh Brucellosis Dịch tả Bệnh viêm phổi Pneumococcus jirovecii Pneumococcus jirovecii Toxoplasmosis,thuoc khang sinh
nhiễm trùng tai mãn tính tái phát nhiễm trùng đường tiết niệu viêm tuyến tiền liệt nhiễm trùng đường hô hấp nhiễm trùng đường tiêu hóa bệnh brucellosis dịch tả bệnh dịch hạch viêm phổi pneumocystis jiroveci pneumocystis carinii toxoplasmosis,thuoc khang sinh
nhiễm trùng tai mãn tính tái phát nhiễm trùng đường tiết niệu viêm tuyến tiền liệt nhiễm trùng đường hô hấp nhiễm trùng đường tiêu hóa bệnh brucellosis dịch tả bệnh dịch hạch viêm phổi pneumocystis jiroveci pneumocystis carinii toxoplasmosis,thuoc khang sinh
Nhiễm trùng tai mãn tính Nhiễm trùng đường tiết niệu tái phát Viêm tuyến tiền liệt Nhiễm trùng đường hô hấp Nhiễm trùng đường tiêu hóa Bệnh Brucellosis Dịch tả Bệnh viêm phổi Pneumocystis jiroveci Pneumocystis carinii Toxoplasmosis,thuoc khang sinh
nhiễm trùng tai mãn tính tái phát nhiễm trùng đường tiết niệu viêm tuyến tiền liệt nhiễm trùng đường hô hấp nhiễm trùng đường tiêu hóa bệnh brucellosis dịch tả bệnh dịch hạch viêm phổi pneumocystis jiroveci pneumocystis carinii toxoplasmosis,thuoc khang sinh
nhiễm trùng tai mãn tính tái phát nhiễm trùng đường tiết niệu viêm tuyến tiền liệt nhiễm trùng đường hô hấp nhiễm trùng đường tiêu hóa bệnh brucellosis dịch tả bệnh dịch hạch viêm phổi pneumocystis jiroveci pneumocystis carinii toxoplasmosis,thuoc khang sinh
nhiễm trùng tai mãn tính tái phát nhiễm trùng đường tiết niệu viêm tuyến tiền liệt nhiễm trùng đường hô hấp nhiễm trùng đường tiêu hóa bệnh brucellosis dịch tả bệnh dịch hạch viêm phổi pneumocystis jiroveci pneumocystis carinii toxoplasmosis,thuoc khang sinh
nhiễm trùng tai mãn tính tái phát nhiễm trùng đường tiết niệu viêm tuyến tiền liệt nhiễm trùng đường hô hấp nhiễm trùng đường tiêu hóa bệnh brucellosis dịch tả bệnh dịch hạch viêm phổi pneumocystis jiroveci pneumocystis carinii toxoplasmosis,thuoc khang sinh
Nhiễm trùng tai mãn tính Nhiễm trùng đường tiết niệu tái phát Viêm tuyến tiền liệt Nhiễm trùng đường hô hấp Nhiễm trùng đường tiêu hóa Bệnh Brucellosis Dịch tả Bệnh viêm phổi Pneumocystis jiroveci Pneumocystis carinii Toxoplasmosis,thuoc khang sinh
Nhiễm trùng tai Nhiễm trùng đường tiết niệu tái phát mãn tính Viêm tuyến tiền liệt Nhiễm trùng đường hô hấp Nhiễm trùng đường tiêu hóa Bệnh Brucellosis Dịch tả Bệnh viêm phổi Pneumococcus jirovecii Pneumococcus jirovecii Toxoplasmosis,thuoc khang sinh
Liều dùng tùy thuộc vào đáp ứng của thuốc và tác dụng mong muốn đối với trẻ 3 liều 10-16 mg/kg chia làm 2 buổi tối 12 liều tăng dần 50-100 mg tùy theo khả năng dung nạp kết hợp với điều trị Theo dõi nồng độ theophylline trong máu Liều 20 mg/kg trong trường hợp kiểm soát nồng độ trong máu Liều đo trung bình của theophylline 13 mg kg tương ứng với liều 24 thuốc 2 liều trung bình 10 mg kg chia làm 2 liều khởi đầu lâm sàng 600 mg chia làm 2 tác dụng quan sát được điều trị hiệu quả tác dụng phụ liều 150 mg biến cố dự kiến ​​liều 900 mg theo dõi nồng độ theophylline trong máu 4 liều theo công thức Nuốt nửa cốc nhai hết và cắn,thuoc ho
Liều lượng tùy thuộc vào phản ứng của thuốc và tác dụng mong muốn đối với trẻ 3 liều 10 đến 16 mg kg chia trong 2 buổi tối 12 liều tăng dần từ 50 đến 100 mg tùy theo khả năng dung nạp kết hợp với điều trị Theo dõi nồng độ trong máu của theophylline Liều dùng 20 mg kg trong trường hợp theo dõi nồng độ trong máu của theophylline liều đo trung bình 13 mg kg tương ứng với liều 24 thuốc 2 liều trung bình 10 mg kg chia làm 2 liều lâm sàng ban đầu 600 mg chia làm 2 quan sát thấy tác dụng điều trị hiệu quả liều thứ cấp dự kiến ​​150 mg trường hợp Liều 900mg theo dõi nồng độ theophylline trong máu 4 liều theo đơn Nuốt nửa cốc nhai và cắn hoàn toàn,thuoc ho
